gene_id,gene,gene_biotype,product,go_function,go_process
ATU_RS15985,,,SGNH/GDSL hydrolase family protein,,
ATU_RS15990,,,ABC transporter substrate-binding protein,ATPase-coupled transmembrane transporter activity|0042626||IEA,
ATU_RS15995,,,ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS16000,,,ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS16005,,,ABC transporter permease,ATPase-coupled transmembrane transporter activity|0042626||IEA,
ATU_RS16010,,,ABC transporter permease,,transmembrane transport|0055085||IEA
ATU_RS16015,,,LysE family translocator,,
ATU_RS16020,,,FadR/GntR family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS16025,,,GlxA family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS16030,,,alpha/beta fold hydrolase,hydrolase activity|0016787||IEA,
ATU_RS16035,,,SDR family oxidoreductase,oxidoreductase activity|0016491||IEA,
ATU_RS16040,,,hypothetical protein,,
ATU_RS16045,blh,,bifunctional sulfur transferase/dioxygenase Blh,,
ATU_RS16050,bigR,,sulfite-sensing transcriptional repressor BigR,,
ATU_RS16055,,,YeeE/YedE family protein,,
ATU_RS16060,,,YeeE/YedE family protein,,
ATU_RS16065,gpmI,,2,2,glycolytic process|0006096||IEA
ATU_RS16070,,,dihydrolipoamide acetyltransferase family protein,,glycolytic process|0006096||IEA
ATU_RS16075,,,alpha-ketoacid dehydrogenase subunit beta,oxidoreductase activity|0016491||IEA,
ATU_RS16080,,,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha,,
ATU_RS16085,,,acyl-CoA dehydrogenase family protein,oxidoreductase activity,
ATU_RS16090,,,acetyl-CoA C-acyltransferase,acetyl-CoA C-acetyltransferase activity|0003985||IEA,fatty acid metabolic process|0006631||IEA
ATU_RS16095,,,Lrp/AsnC family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS16100,,,isovaleryl-CoA dehydrogenase,,
ATU_RS16105,,,carboxyl transferase domain-containing protein,,
ATU_RS16110,,,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,,
ATU_RS16115,,,hydroxymethylglutaryl-CoA lyase,,
ATU_RS16120,,,enoyl-CoA hydratase-related protein,catalytic activity|0003824||IEA,
ATU_RS16125,panC,,pantoate--beta-alanine ligase,pantoate-beta-alanine ligase activity|0004592||IEA,pantothenate biosynthetic process|0015940||IEA
ATU_RS16130,panB,,3-methyl-2-oxobutanoate hydroxymethyltransferase,3-methyl-2-oxobutanoate hydroxymethyltransferase activity|0003864||IEA,pantothenate biosynthetic process|0015940||IEA
ATU_RS16135,rhaI,,L-rhamnose catabolism isomerase,L-rhamnose isomerase activity|0008740||IEA,rhamnose catabolic process|0019301||IEA
ATU_RS16140,,,bifunctional rhamnulose-1-phosphate aldolase/short-chain dehydrogenase,oxidoreductase activity|0016491||IEA,
ATU_RS16145,,,DeoR/GlpR family DNA-binding transcription regulator,DNA-binding transcription factor activity|0003700||IEA,
ATU_RS16150,rhaS,,rhamnose ABC transporter substrate-binding protein,rhamnose transmembrane transporter activity|0015153||IEA,rhamnose transmembrane transport|0015762||IEA
ATU_RS16155,,,sugar ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS16160,,,ABC transporter permease,transmembrane transporter activity|0022857||IEA,carbohydrate transport|0008643||IEA
ATU_RS16165,,,ABC transporter permease,transmembrane transporter activity|0022857||IEA,carbohydrate transport|0008643||IEA
ATU_RS16170,rhaM,,L-rhamnose mutarotase,L-rhamnose mutarotase activity|0062192||IEA,rhamnose catabolic process|0019301||IEA
ATU_RS16175,,,FGGY-family carbohydrate kinase,ATP binding|0005524||IEA,phosphorylation|0016310||IEA
ATU_RS16180,,,alpha/beta fold hydrolase,hydrolase activity|0016787||IEA,
ATU_RS16185,,,FkbM family methyltransferase,,
ATU_RS16190,,,bifunctional diguanylate cyclase/phosphodiesterase,,
ATU_RS16195,,,molybdopterin-dependent oxidoreductase,,
ATU_RS16200,,,NAD-dependent succinate-semialdehyde dehydrogenase,,
ATU_RS16205,,,DNA alkylation repair protein,,
ATU_RS16210,,,sulfate/molybdate ABC transporter ATP-binding protein,,
ATU_RS16215,cysW,,sulfate ABC transporter permease subunit CysW,ABC-type sulfate transporter activity|0015419||IEA,sulfate transport|0008272||IEA
ATU_RS16220,cysT,,sulfate ABC transporter permease subunit CysT,ABC-type sulfate transporter activity|0015419||IEA,sulfate transport|0008272||IEA
ATU_RS16225,cysP,,thiosulfate ABC transporter substrate-binding protein CysP,ABC-type sulfate transporter activity|0015419||IEA,sulfate transport|0008272||IEA
ATU_RS16230,,,enoyl-CoA hydratase/isomerase family protein,,
ATU_RS16235,,,DUF2934 domain-containing protein,,
ATU_RS16240,,,SH3 domain-containing protein,,
ATU_RS16245,ubiG,,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,3-demethylubiquinol-n 3-O-methyltransferase activity|0061542||IEA,ubiquinone biosynthetic process|0006744||IEA
ATU_RS16250,,,DUF1178 family protein,,
ATU_RS16255,,,carbon-nitrogen hydrolase family protein,,
ATU_RS16260,grxC,,glutaredoxin 3,disulfide oxidoreductase activity|0015036||IEA,
ATU_RS16265,,,ComF family protein,,
ATU_RS16270,,,methyltransferase domain-containing protein,methyltransferase activity|0008168||IEA,
ATU_RS16275,,,Flp family type IVb pilin,,
ATU_RS16280,,,hypothetical protein,,
ATU_RS16285,mutT,,8-oxo-dGTP diphosphatase MutT,hydrolase activity,DNA repair|0006281||IEA
ATU_RS16290,,,N-acetyltransferase,N-acetyltransferase activity|0008080||IEA,
ATU_RS16295,argJ,,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,glutamate N-acetyltransferase activity|0004358||IEA,arginine biosynthetic process|0006526||IEA
ATU_RS16300,,,peptidylprolyl isomerase,,
ATU_RS16305,secA,,preprotein translocase subunit SecA,ATP binding|0005524||IEA,protein targeting|0006605||IEA
ATU_RS16310,,,DMT family transporter,transporter activity|0005215||IEA,transmembrane transport|0055085||IEA
ATU_RS16315,mdoC,,glucans biosynthesis protein MdoC,transferase activity|0016740||IEA,
ATU_RS16320,uppV,,Wzx-type polysaccharide biosynthesis protein UppV,,
ATU_RS16325,,,GNAT family N-acetyltransferase,N-acetyltransferase activity|0008080||IEA,
ATU_RS16330,uppQ,,polysaccharide biosynthesis GNAT family N-acetyltransferase UppQ,,
ATU_RS16340,,,amidohydrolase,,
ATU_RS16345,,,aldo/keto reductase,,
ATU_RS16350,uxuA,,mannonate dehydratase,mannonate dehydratase activity|0008927||IEA,glucuronate catabolic process|0006064||IEA
ATU_RS16355,,,mannitol dehydrogenase family protein,oxidoreductase activity,
ATU_RS16360,,,SDR family NAD(P)-dependent oxidoreductase,,
ATU_RS16365,,,GntR family transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,
ATU_RS16370,,,sugar ABC transporter substrate-binding protein,,
ATU_RS16375,,,ABC transporter permease,transmembrane transporter activity|0022857||IEA,carbohydrate transport|0008643||IEA
ATU_RS16380,,,ABC transporter permease,ATPase-coupled transmembrane transporter activity|0042626||IEA,
ATU_RS16385,,,sugar ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS16390,,,disulfide bond formation protein B,,
ATU_RS16395,,,HNH endonuclease,nucleic acid binding|0003676||IEA,
ATU_RS16400,,,hypothetical protein,,
ATU_RS16405,,,transglutaminase-like cysteine peptidase,,
ATU_RS16410,,,metallophosphoesterase family protein,phosphoric ester hydrolase activity|0042578||IEA,
ATU_RS16415,,,dihydroxyacetone kinase family protein,,
ATU_RS16420,,,arsenic transporter,,
ATU_RS16425,,,hypothetical protein,,
ATU_RS16430,,,hypothetical protein,,
ATU_RS16435,,,DUF2161 domain-containing phosphodiesterase,,
ATU_RS16440,,,glycosyltransferase family 4 protein,glycosyltransferase activity|0016757||IEA,
ATU_RS16445,,,polysaccharide pyruvyl transferase family protein,,
ATU_RS16450,,,lipopolysaccharide biosynthesis protein,,
ATU_RS16455,,,glycosyltransferase family 4 protein,,
ATU_RS16460,,,hypothetical protein,,
ATU_RS16465,,,acyltransferase,acyltransferase activity,
ATU_RS16470,,,hypothetical protein,,
ATU_RS16475,,,polysaccharide biosynthesis tyrosine autokinase,,extracellular polysaccharide biosynthetic process|0045226||IEA
ATU_RS16480,,,hypothetical protein,,
ATU_RS16485,,,O-antigen ligase family protein,,
ATU_RS16490,,,glycosyltransferase family 4 protein,,
ATU_RS16495,,,glycosyltransferase family 1 protein,glycosyltransferase activity|0016757||IEA,
ATU_RS16500,,,glycosyltransferase family 4 protein,glycosyltransferase activity|0016757||IEA,
ATU_RS16505,,,hypothetical protein,,
ATU_RS16510,,,O-antigen ligase domain-containing protein,,
ATU_RS16515,greA,,transcription elongation factor GreA,DNA binding|0003677||IEA,regulation of DNA-templated transcription elongation|0032784||IEA
ATU_RS16520,,,family 16 glycosylhydrolase,hydrolase activity,carbohydrate metabolic process|0005975||IEA
ATU_RS16525,,,TIM barrel protein,,
ATU_RS16530,,,hypothetical protein,,
ATU_RS16535,,,hypothetical protein,,
ATU_RS16540,,,BTAD domain-containing putative transcriptional regulator,,
ATU_RS16545,,,hypothetical protein,,
ATU_RS16550,,,YcaO-like family protein,,
ATU_RS16555,,,TfuA-like protein,,
ATU_RS16560,,,hypothetical protein,,
ATU_RS16565,,,helix-turn-helix domain-containing protein,DNA binding|0003677||IEA,
ATU_RS16570,,,hypothetical protein,,
ATU_RS16575,,,ATP-binding cassette domain-containing protein,ATP binding|0005524||IEA,
ATU_RS16580,,,sugar ABC transporter permease,,
ATU_RS16585,xylF,,D-xylose ABC transporter substrate-binding protein,ABC-type D-xylose transporter activity|0015614||IEA,D-xylose transmembrane transport|0015753||IEA
ATU_RS16590,,,ROK family transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA
ATU_RS16595,,,glycerol-3-phosphate dehydrogenase,glycerol-3-phosphate dehydrogenase (quinone) activity|0004368||IEA,glycerol-3-phosphate metabolic process|0006072||IEA
ATU_RS16600,mce,,methylmalonyl-CoA epimerase,,
ATU_RS16605,scpA,,methylmalonyl-CoA mutase,methylmalonyl-CoA mutase activity|0004494||IEA,
ATU_RS16610,,,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,,
ATU_RS16615,,,hypothetical protein,,
ATU_RS16620,,,RNA 2'-phosphotransferase,NAD+ ADP-ribosyltransferase activity|0003950||IEA,
ATU_RS16625,,,hypothetical protein,,
ATU_RS16630,yghU,,glutathione-dependent disulfide-bond oxidoreductase,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA
ATU_RS16635,,,acyl-CoA carboxylase subunit beta,ligase activity|0016874||IEA,
ATU_RS16640,,,short-chain fatty acyl-CoA regulator family protein,,
ATU_RS16645,,,DNA-3-methyladenine glycosylase,,
ATU_RS16650,gluQRS,,tRNA glutamyl-Q(34) synthetase GluQRS,nucleotide binding|0000166||IEA,tRNA aminoacylation for protein translation|0006418||IEA
ATU_RS16655,,,YihY/virulence factor BrkB family protein,,
ATU_RS16660,,,SDR family oxidoreductase,oxidoreductase activity|0016491||IEA,
ATU_RS16665,,,twin transmembrane helix small protein,,
ATU_RS16670,,,cob(I)yrinic acid a,corrinoid adenosyltransferase activity|0008817||IEA,cobalamin biosynthetic process|0009236||IEA
ATU_RS16675,,,rhomboid family intramembrane serine protease,serine-type endopeptidase activity|0004252||IEA,
ATU_RS16680,,,electron transfer flavoprotein subunit beta/FixA family protein,electron transfer activity|0009055||IEA,
ATU_RS16685,,,electron transfer flavoprotein subunit alpha/FixB family protein,electron transfer activity|0009055||IEA,
ATU_RS16690,,,3-hydroxybutyryl-CoA dehydrogenase,oxidoreductase activity,fatty acid metabolic process|0006631||IEA
ATU_RS16695,,,TlpA disulfide reductase family protein,oxidoreductase activity|0016491||IEA,
ATU_RS16700,argH,,argininosuccinate lyase,argininosuccinate lyase activity|0004056||IEA,arginine biosynthetic process via ornithine|0042450||IEA
ATU_RS16705,,,lipoprotein,,
ATU_RS16710,lysA,,diaminopimelate decarboxylase,diaminopimelate decarboxylase activity|0008836||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA
ATU_RS16715,,,TIGR02302 family protein,,
ATU_RS16720,,,response regulator,phosphorelay response regulator activity|0000156||IEA,phosphorelay signal transduction system|0000160||IEA
ATU_RS16725,hpt,,hypoxanthine phosphoribosyltransferase,,purine ribonucleoside salvage|0006166||IEA
ATU_RS16730,,,hypothetical protein,,
ATU_RS16735,ftsE,,cell division ATP-binding protein FtsE,ATP binding|0005524||IEA,cytokinesis|0000910||IEA
ATU_RS16740,,,ABC transporter permease,,
ATU_RS16745,,,YdcF family protein,,
ATU_RS16750,,,1-acyl-sn-glycerol-3-phosphate acyltransferase,,
ATU_RS16755,,,gamma-glutamylcyclotransferase,,
ATU_RS16760,,,DUF2125 domain-containing protein,,
ATU_RS16765,,,prephenate/arogenate dehydrogenase family protein,,
ATU_RS16770,hisC,,histidinol-phosphate transaminase,histidinol-phosphate transaminase activity|0004400||IEA,histidine biosynthetic process|0000105||IEA
ATU_RS16775,,,class I SAM-dependent methyltransferase,methyltransferase activity|0008168||IEA,
ATU_RS16780,gloB,,hydroxyacylglutathione hydrolase,hydroxyacylglutathione hydrolase activity|0004416||IEA,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione|0019243||IEA
ATU_RS16785,,,cupin domain-containing protein,,
ATU_RS16790,,,DUF3108 domain-containing protein,,
ATU_RS16795,rpmB,,50S ribosomal protein L28,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA
ATU_RS16800,,,queuosine precursor transporter,,queuosine salvage|1990397||IEA
ATU_RS16805,,,pentapeptide repeat-containing protein,,
ATU_RS16810,,,esterase-like activity of phytase family protein,,
ATU_RS16815,cobT,,cobaltochelatase subunit CobT,cobaltochelatase activity|0051116||IEA,cobalamin biosynthetic process|0009236||IEA
ATU_RS16820,cobS,,cobaltochelatase subunit CobS,cobaltochelatase activity|0051116||IEA,cobalamin biosynthetic process|0009236||IEA
ATU_RS16825,,,J domain-containing protein,,protein folding|0006457||IEA
ATU_RS16830,,,BolA family transcriptional regulator,,
ATU_RS16835,aroB,,3-dehydroquinate synthase,3-dehydroquinate synthase activity|0003856||IEA,chorismate biosynthetic process|0009423||IEA
ATU_RS16840,,,shikimate kinase,,
ATU_RS16845,,,hypothetical protein,,
ATU_RS16850,,,site-specific tyrosine recombinase XerD,DNA binding|0003677||IEA,DNA transposition|0006313||IEA
ATU_RS16855,,,acetyl-CoA carboxylase carboxyltransferase subunit alpha,acetyl-CoA carboxylase activity|0003989||IEA,fatty acid biosynthetic process|0006633||IEA
ATU_RS16860,,,murein L,transferase activity|0016740||IEA,
ATU_RS16865,,,sulfurtransferase TusA family protein,,
ATU_RS16870,,,GTP-binding protein,GTPase activity|0003924||IEA,
ATU_RS16875,,,D-alanyl-D-alanine carboxypeptidase family protein,serine-type peptidase activity|0008236||IEA,
ATU_RS16880,,,M20 aminoacylase family protein,hydrolase activity|0016787||IEA,
ATU_RS16885,,,hypothetical protein,,
ATU_RS16890,rpsU,,30S ribosomal protein S21,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA
ATU_RS26640,,,hypothetical protein,,
ATU_RS16900,,,GAD-like domain-containing protein,,
ATU_RS16905,,,polymorphic toxin type 15 domain-containing protein,,
ATU_RS16910,,,DUF2169 domain-containing protein,,
ATU_RS16915,tssI,,type VI secretion system tip protein TssI/VgrG,molecular_function|0003674||IEA,protein secretion by the type VI secretion system|0033103||IEA
ATU_RS16920,,,hypothetical protein,,
ATU_RS16925,,,hypothetical protein,,
ATU_RS16930,,,nucleotidyltransferase family protein,,
ATU_RS16935,,,GNAT family N-acetyltransferase,N-acetyltransferase activity|0008080||IEA,
ATU_RS16940,,,dienelactone hydrolase family protein,hydrolase activity|0016787||IEA,
ATU_RS16945,,,acyl-CoA thioester hydrolase/BAAT C-terminal domain-containing protein,,
ATU_RS16950,,,hypothetical protein,,
ATU_RS16955,,,peroxiredoxin,peroxiredoxin activity|0051920||IEA,
ATU_RS16960,,,GNAT family N-acetyltransferase,N-acetyltransferase activity|0008080||IEA,
ATU_RS16965,,,cupin domain-containing protein,,
ATU_RS16970,,,MerR family transcriptional regulator,DNA binding|0003677||IEA,regulation of DNA-templated transcription|0006355||IEA
ATU_RS16975,,,hypothetical protein,,
ATU_RS16980,,,hypothetical protein,,
ATU_RS16985,,,hypothetical protein,,
ATU_RS16990,,,Rrf2 family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS16995,,,alpha/beta fold hydrolase,hydrolase activity|0016787||IEA,
ATU_RS17000,,,SDR family NAD(P)-dependent oxidoreductase,,
ATU_RS17005,,,Rrf2 family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS17010,,,aspartate 1-decarboxylase,,
ATU_RS17015,,,Rrf2 family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS17020,,,MATE family efflux transporter,antiporter activity|0015297||IEA,transmembrane transport|0055085||IEA
ATU_RS17025,,,non-ribosomal peptide synthetase,,
ATU_RS17030,,,LLM class flavin-dependent oxidoreductase,FMN binding|0010181||IEA,
ATU_RS17035,,,type I polyketide synthase,,
ATU_RS17040,,,AMP-binding protein,,
ATU_RS17045,,,non-ribosomal peptide synthetase,,
ATU_RS17050,,,class I SAM-dependent methyltransferase,methyltransferase activity|0008168||IEA,
ATU_RS17055,,,aspartate aminotransferase family protein,,
ATU_RS17060,,,MbtH family protein,,
ATU_RS17065,,,siderophore biosynthesis protein,,
ATU_RS17070,,,siderophore biosynthesis protein,,
ATU_RS17075,,,type I polyketide synthase,,
ATU_RS17080,,,non-ribosomal peptide synthetase,,
ATU_RS17085,,,non-ribosomal peptide synthetase,,
ATU_RS17090,,,condensation domain-containing protein,catalytic activity|0003824||IEA,
ATU_RS17095,,,thioesterase II family protein,,
ATU_RS17100,,,ferric iron reductase,,
